date,country,rank,previousRank,totalPoints,previousPoints,flagUrl,countryUrl,conf
2023-12-21,Bosnia and Herzegovina,69,69,1343.32,1343.32,https://api.fifa.com/api/v3/picture/flags-sq-2/BIH,https://www.fifa.com/fifa-world-ranking/BIH,UEFA
2023-12-21,Montenegro,70,70,1342.64,1342.64,https://api.fifa.com/api/v3/picture/flags-sq-2/MNE,https://www.fifa.com/fifa-world-ranking/MNE,UEFA
2023-12-21,Iceland,71,71,1338.39,1338.39,https://api.fifa.com/api/v3/picture/flags-sq-2/ISL,https://www.fifa.com/fifa-world-ranking/ISL,UEFA
2023-12-21,Northern Ireland,72,72,1333.17,1333.17,https://api.fifa.com/api/v3/picture/flags-sq-2/NIR,https://www.fifa.com/fifa-world-ranking/NIR,UEFA
2023-12-21,Cape Verde,73,73,1329.8,1329.8,https://api.fifa.com/api/v3/picture/flags-sq-2/CPV,https://www.fifa.com/fifa-world-ranking/CPV,CAF
2023-12-21,Oman,74,74,1324.89,1324.89,https://api.fifa.com/api/v3/picture/flags-sq-2/OMA,https://www.fifa.com/fifa-world-ranking/OMA,AFC
2023-12-21,Israel,75,75,1323.43,1323.43,https://api.fifa.com/api/v3/picture/flags-sq-2/ISR,https://www.fifa.com/fifa-world-ranking/ISR,UEFA
2023-12-21,Honduras,76,76,1313.8,1313.8,https://api.fifa.com/api/v3/picture/flags-sq-2/HON,https://www.fifa.com/fifa-world-ranking/HON,CONCACAF
2023-12-21,Georgia,77,77,1312.45,1312.45,https://api.fifa.com/api/v3/picture/flags-sq-2/GEO,https://www.fifa.com/fifa-world-ranking/GEO,UEFA
2023-12-21,El Salvador,78,78,1306.14,1306.14,https://api.fifa.com/api/v3/picture/flags-sq-2/SLV,https://www.fifa.com/fifa-world-ranking/SLV,CONCACAF
2023-12-21,China PR,79,79,1299.49,1299.49,https://api.fifa.com/api/v3/picture/flags-sq-2/CHN,https://www.fifa.com/fifa-world-ranking/CHN,AFC
2023-12-21,Guinea,80,80,1290.01,1290.01,https://api.fifa.com/api/v3/picture/flags-sq-2/GUI,https://www.fifa.com/fifa-world-ranking/GUI,CAF
2023-12-21,Bulgaria,81,81,1289.9,1289.9,https://api.fifa.com/api/v3/picture/flags-sq-2/BUL,https://www.fifa.com/fifa-world-ranking/BUL,UEFA
2023-12-21,Gabon,82,82,1289.52,1289.52,https://api.fifa.com/api/v3/picture/flags-sq-2/GAB,https://www.fifa.com/fifa-world-ranking/GAB,CAF
2023-12-21,Luxembourg,83,83,1285.41,1285.41,https://api.fifa.com/api/v3/picture/flags-sq-2/LUX,https://www.fifa.com/fifa-world-ranking/LUX,UEFA
2023-12-21,Zambia,84,84,1284.56,1284.56,https://api.fifa.com/api/v3/picture/flags-sq-2/ZAM,https://www.fifa.com/fifa-world-ranking/ZAM,CAF
2023-12-21,Bolivia,85,85,1284.55,1284.55,https://api.fifa.com/api/v3/picture/flags-sq-2/BOL,https://www.fifa.com/fifa-world-ranking/BOL,CONMEBOL
2023-12-21,Bahrain,86,86,1277.29,1277.29,https://api.fifa.com/api/v3/picture/flags-sq-2/BHR,https://www.fifa.com/fifa-world-ranking/BHR,AFC
2023-12-21,Jordan,87,87,1272.63,1272.63,https://api.fifa.com/api/v3/picture/flags-sq-2/JOR,https://www.fifa.com/fifa-world-ranking/JOR,AFC
2023-12-21,Equatorial Guinea,88,88,1268.43,1268.43,https://api.fifa.com/api/v3/picture/flags-sq-2/EQG,https://www.fifa.com/fifa-world-ranking/EQG,CAF
2023-12-21,Haiti,89,89,1262.5,1262.5,https://api.fifa.com/api/v3/picture/flags-sq-2/HAI,https://www.fifa.com/fifa-world-ranking/HAI,CONCACAF
2023-12-21,Curaçao,90,90,1262.48,1262.48,https://api.fifa.com/api/v3/picture/flags-sq-2/CUW,https://www.fifa.com/fifa-world-ranking/CUW,CONCACAF
2023-12-21,Syria,91,91,1245.27,1245.27,https://api.fifa.com/api/v3/picture/flags-sq-2/SYR,https://www.fifa.com/fifa-world-ranking/SYR,AFC
2023-12-21,Uganda,92,92,1245.08,1245.08,https://api.fifa.com/api/v3/picture/flags-sq-2/UGA,https://www.fifa.com/fifa-world-ranking/UGA,CAF
2023-12-21,Armenia,93,93,1237.15,1237.15,https://api.fifa.com/api/v3/picture/flags-sq-2/ARM,https://www.fifa.com/fifa-world-ranking/ARM,UEFA
2023-12-21,Vietnam,94,94,1235.58,1235.58,https://api.fifa.com/api/v3/picture/flags-sq-2/VIE,https://www.fifa.com/fifa-world-ranking/VIE,AFC
2023-12-21,Belarus,95,95,1232.8,1232.8,https://api.fifa.com/api/v3/picture/flags-sq-2/BLR,https://www.fifa.com/fifa-world-ranking/BLR,UEFA
2023-12-21,Trinidad and Tobago,96,96,1228.05,1228.05,https://api.fifa.com/api/v3/picture/flags-sq-2/TRI,https://www.fifa.com/fifa-world-ranking/TRI,CONCACAF
2023-12-21,Benin,97,97,1225.1,1225.1,https://api.fifa.com/api/v3/picture/flags-sq-2/BEN,https://www.fifa.com/fifa-world-ranking/BEN,CAF
2023-12-21,Kyrgyzstan,98,98,1224.14,1224.14,https://api.fifa.com/api/v3/picture/flags-sq-2/KGZ,https://www.fifa.com/fifa-world-ranking/KGZ,AFC
2023-12-21,Palestine,99,99,1217.6,1217.6,https://api.fifa.com/api/v3/picture/flags-sq-2/PLE,https://www.fifa.com/fifa-world-ranking/PLE,AFC
2023-12-21,Kazakhstan,100,100,1215.16,1215.16,https://api.fifa.com/api/v3/picture/flags-sq-2/KAZ,https://www.fifa.com/fifa-world-ranking/KAZ,UEFA
2023-12-21,Kosovo,101,101,1202.77,1202.77,https://api.fifa.com/api/v3/picture/flags-sq-2/KOS,https://www.fifa.com/fifa-world-ranking/KOS,UEFA
2023-12-21,India,102,102,1200.8,1200.8,https://api.fifa.com/api/v3/picture/flags-sq-2/IND,https://www.fifa.com/fifa-world-ranking/IND,AFC
2023-12-21,Guinea-Bissau,103,103,1197.83,1197.83,https://api.fifa.com/api/v3/picture/flags-sq-2/GNB,https://www.fifa.com/fifa-world-ranking/GNB,CAF
2023-12-21,New Zealand,104,104,1197.47,1197.47,https://api.fifa.com/api/v3/picture/flags-sq-2/NZL,https://www.fifa.com/fifa-world-ranking/NZL,OFC
2023-12-21,Mauritania,105,105,1195.25,1195.25,https://api.fifa.com/api/v3/picture/flags-sq-2/MTN,https://www.fifa.com/fifa-world-ranking/MTN,CAF
2023-12-21,Tajikistan,106,106,1195.07,1195.07,https://api.fifa.com/api/v3/picture/flags-sq-2/TJK,https://www.fifa.com/fifa-world-ranking/TJK,AFC
2023-12-21,Lebanon,107,107,1192.58,1192.58,https://api.fifa.com/api/v3/picture/flags-sq-2/LBN,https://www.fifa.com/fifa-world-ranking/LBN,AFC
2023-12-21,Guatemala,108,108,1189.98,1189.98,https://api.fifa.com/api/v3/picture/flags-sq-2/GUA,https://www.fifa.com/fifa-world-ranking/GUA,CONCACAF
2023-12-21,Madagascar,109,109,1187.63,1187.63,https://api.fifa.com/api/v3/picture/flags-sq-2/MAD,https://www.fifa.com/fifa-world-ranking/MAD,CAF
2023-12-21,Kenya,110,110,1181.92,1181.92,https://api.fifa.com/api/v3/picture/flags-sq-2/KEN,https://www.fifa.com/fifa-world-ranking/KEN,CAF
2023-12-21,Mozambique,111,111,1180.72,1180.72,https://api.fifa.com/api/v3/picture/flags-sq-2/MOZ,https://www.fifa.com/fifa-world-ranking/MOZ,CAF
2023-12-21,Congo,112,112,1179.8,1179.8,https://api.fifa.com/api/v3/picture/flags-sq-2/CGO,https://www.fifa.com/fifa-world-ranking/CGO,CAF
2023-12-21,Thailand,113,113,1176.75,1176.75,https://api.fifa.com/api/v3/picture/flags-sq-2/THA,https://www.fifa.com/fifa-world-ranking/THA,AFC
2023-12-21,Azerbaijan,114,114,1174.22,1174.22,https://api.fifa.com/api/v3/picture/flags-sq-2/AZE,https://www.fifa.com/fifa-world-ranking/AZE,UEFA
2023-12-21,Namibia,115,115,1168.38,1168.38,https://api.fifa.com/api/v3/picture/flags-sq-2/NAM,https://www.fifa.com/fifa-world-ranking/NAM,CAF
2023-12-21,Korea DPR,116,116,1168.12,1168.12,https://api.fifa.com/api/v3/picture/flags-sq-2/PRK,https://www.fifa.com/fifa-world-ranking/PRK,AFC
2023-12-21,Angola,117,117,1168.05,1168.05,https://api.fifa.com/api/v3/picture/flags-sq-2/ANG,https://www.fifa.com/fifa-world-ranking/ANG,CAF
2023-12-21,Togo,118,118,1165.74,1165.74,https://api.fifa.com/api/v3/picture/flags-sq-2/TOG,https://www.fifa.com/fifa-world-ranking/TOG,CAF
2023-12-21,Comoros,119,119,1156.45,1156.45,https://api.fifa.com/api/v3/picture/flags-sq-2/COM,https://www.fifa.com/fifa-world-ranking/COM,CAF
2023-12-21,Libya,120,120,1155.23,1155.23,https://api.fifa.com/api/v3/picture/flags-sq-2/LBY,https://www.fifa.com/fifa-world-ranking/LBY,CAF
